AZ_SCRIPT,ALT_SCRIPT,ALT,AZ,HA,RA,DEC,LST,ETIQUETA,TIME,
72.585,70.929,1.214852677,1.300702549,-0.3324142482,2.070553146,-0.2760918144,6:38:21,874,5/6/2016 15:40:29,56
73.703,32.18,0.545890179,1.299736527,-0.951023403,2.702969485,0.01383881486,6:41:31,887,5/6/2016 15:43:39,82
75.512,50.533,0.8609653407,1.337245267,-0.6746998643,2.431885404,-0.1507314604,6:42:43,884,5/6/2016 15:44:51,76
78.439,38.331,0.6627663246,1.376556861,-0.8847944576,2.647226091,-0.09401050132,6:43:55,888,5/6/2016 15:46:02,84
80.248,61,1.050693215,1.415034854,-0.5201775721,2.29118014,-0.2633705503,6:45:53,884,5/6/2016 15:48:00,76
81.366,28.715,0.4955376735,1.426699679,-1.055436419,2.839413484,-0.06407959217,6:48:51,893,5/6/2016 15:50:58,94
86.102,34.443,0.5909705022,1.511271754,-0.9899651733,2.778121059,-0.1672114295,6:49:49,894,5/6/2016 15:51:55,96
87.911,54.113,0.9297623035,1.545342877,-0.6616165844,2.454956872,-0.296234212,6:51:00,892,5/6/2016 15:53:06,92
89.03,25.452,0.423118245,1.566408975,-1.153904621,2.954380973,-0.1527139175,6:52:38,896,5/6/2016 15:54:44,100
90.839,40.909,0.7076442557,1.591955826,-0.9021406597,2.708208461,-0.2656941715,6:53:55,897,5/6/2016 15:56:01,102
93.766,30.834,0.5262074872,1.644764362,-1.088617309,2.900648238,-0.2526941129,6:55:17,898,5/6/2016 15:57:23,104
98.502,36.813,0.6241574599,1.72866012,-1.003421097,2.822373921,-0.3473189915,6:56:52,902,5/6/2016 15:58:58,112
100.311,58.167,0.99637513,1.758213283,-0.6093386539,2.581670854,-0.4268564425,7:32:02,904,5/6/2016 16:34:01,116
101.429,27.45,0.4558393508,1.781386692,-1.182697086,3.160794651,-0.3475300245,7:33:21,907,5/6/2016 16:35:20,122
105.047,74.608,1.293941936,1.836760263,-0.2900894258,2.295734636,-0.4489822879,7:39:40,975,5/6/2016 16:41:38,258
106.165,33.038,0.5704176455,1.858304008,-1.098125637,3.123272299,-0.4400123508,7:44:08,907,5/6/2016 16:46:05,122
107.974,51.864,0.8986289862,1.88942326,-0.7348426704,2.781711962,-0.4992156714,7:49:06,909,5/6/2016 16:51:03,126
110.901,39.305,0.6754704075,1.941074409,-0.9883245134,3.039669778,-0.5225650982,7:50:08,910,5/6/2016 16:52:04,128
113.828,29.52,0.4988619355,1.993726396,-1.191417225,3.249779767,-0.5408834758,7:51:45,912,5/6/2016 16:53:41,132
118.564,35.341,0.6110753992,2.073736839,-1.081172428,3.148815791,-0.6226956908,7:53:52,915,5/6/2016 16:55:48,138
120.373,55.606,0.9582161874,2.101601025,-0.6437852,2.720067605,-0.6202259415,7:55:51,924,5/6/2016 16:57:46,156
125.109,69.125,1.189361051,2.169223926,-0.3581632702,2.441181039,-0.5804163384,7:57:24,938,5/6/2016 16:59:19,184
126.227,31.671,0.5471876277,2.207155811,-1.170987367,3.261417498,-0.7301395114,7:59:05,918,5/6/2016 17:01:00,144
128.036,49.758,0.8584873802,2.235590018,-0.7467686757,2.842779317,-0.7225838892,8:00:22,926,5/6/2016 17:02:17,160
130.963,37.756,0.6520402867,2.28893779,-1.022778842,3.136565839,-0.7959216396,8:04:27,926,5/6/2016 17:06:21,160
132.772,59.9,1.031799414,2.309793287,-0.5054413382,2.629541575,-0.7038612063,8:06:48,934,5/6/2016 17:08:42,176
137.508,80.757,1.398578222,2.355471878,-0.1268811059,2.269380007,-0.5103890684,8:11:01,972,5/6/2016 17:12:54,252
138.626,33.912,0.5868857775,2.422651825,-1.106083823,3.262110474,-0.9108193064,8:14:07,927,5/6/2016 17:16:00,162
140.435,53.251,0.9210693884,2.44874019,-0.5969343314,2.758169158,-0.8243277794,8:15:19,938,5/6/2016 17:17:11,184
143.362,40.301,0.6921221897,2.50163094,-0.900540908,3.06752761,-0.9510881635,8:16:38,931,5/6/2016 17:18:30,170
