0.781392,2.703948,947
1.127961,2.685661,958
1.472957,2.521065,803
0.435307,2.883120,943
0.783049,2.878206,952
1.130307,2.857783,959
1.476828,2.692573,802
0.434387,3.056714,950
0.784790,3.053948,958
1.133281,3.037228,962
1.480758,2.887234,909
0.438233,3.231160,944
0.785792,3.228916,937
1.135101,3.216158,931
1.483618,3.086220,911
0.440198,3.406240,952
0.790217,3.396016,942
1.139837,3.368492,934
1.484695,3.343376,915
0.439865,3.581247,960
0.789517,3.575463,949
1.140330,3.556282,939
1.489966,3.328337,911
0.440414,3.755888,963
0.796895,3.746587,956
1.147888,3.745805,942
1.500382,3.587083,919
0.440936,3.933869,970
0.797494,3.932260,963
1.153582,3.917826,949
1.493025,3.945179,916
0.445531,4.109713,976
0.800374,4.108557,970
1.154824,4.100230,959
1.491235,4.151132,917
0.443857,4.284659,981
0.798870,4.285875,976
1.154401,4.283591,973
1.489867,4.343485,914
0.443978,4.460014,806
0.797958,4.462742,803
1.150671,4.466508,981
1.504251,4.494221,913
0.439647,4.633802,810
0.794349,4.638504,808
1.147447,4.646569,804
1.501888,4.720267,913
0.435997,4.807332,816
0.790171,4.812954,820
1.143985,4.824413,826
1.498077,4.929597,909
0.452642,4.991736,824
0.786926,4.986818,826
1.139321,4.998924,837
1.493379,5.117785,908
0.447240,5.165216,830
0.800258,5.175531,833
1.134831,5.170535,847
1.484351,5.253564,902
0.438477,5.335044,834
0.793517,5.347451,839
1.146273,5.372673,852
1.484374,5.443343,900
0.441356,5.514513,842
0.781645,5.507994,844
1.135347,5.528118,858
1.486907,5.686520,894
0.440415,5.691673,847
0.781996,5.684649,850
1.133858,5.704349,859
1.484712,5.876761,894
0.436921,5.865621,851
0.780642,5.858027,857
1.131745,5.877729,861
1.481518,6.034918,898
0.432663,6.036031,858
0.778370,6.025078,861
1.128621,6.038415,869
1.478192,6.135259,892
0.429905,6.206139,863
0.779463,6.221891,866
1.127524,6.205622,870
1.476669,6.280143,893
